house_id,num__city_te_v6,num__district_te_v6,num__neighborhood_te_v6,num__metro_te_v6,num__metro_present_v6,num__location_te_mean_v6,num__district_to_city_ratio_v6,num__metro_to_district_ratio_v6,num__locmean_x_logarea_v6,num__locmean_x_rooms_v6
1041,173673.43080244618,183006.9050261327,146866.91970466543,173641.53422741743,1.0,169297.19744016544,1.0537415203897804,0.9488250413375016,825357.2437857514,507891.59232049633
1042,172093.94040834717,182729.63878761404,139264.81708113124,168812.49997015484,1.0,165725.22406181184,1.0618017017506165,0.9238375399266296,807689.9597853078,497175.67218543554
1043,172093.94040834717,182729.63878761404,139264.81708113124,168812.49997015484,1.0,165725.22406181184,1.0618017017506165,0.9238375399266296,807689.9597853078,497175.67218543554
1044,171730.5503435057,180394.9046456432,141240.39187180632,170904.2209669453,1.0,166067.51695697513,1.0504531912566288,0.94738940272017,838617.0481141952,498202.5508709254
1045,172093.94040834717,85811.28971031198,144369.5766544705,112788.20739951244,0.0,128765.75354316052,0.4986305125340206,1.314374924079999,487274.0297617017,257531.50708632104
1046,172093.94040834717,85811.28971031198,144369.5766544705,112788.20739951244,0.0,128765.75354316052,0.4986305125340206,1.314374924079999,544290.2288593644,257531.50708632104
1047,172665.963977089,86846.920316063,144582.5004173108,112868.03773967306,0.0,129240.85561253395,0.502976488910598,1.2996204969342782,529993.9415160627,258481.71122506796
1048,172053.2543386296,86390.61623192331,140915.22105859042,112160.1528600354,0.0,127879.81112229468,0.5021155604612395,1.298290922681153,482459.95617311366,255759.62224458935
1049,172665.963977089,86846.920316063,144582.5004173108,112868.03773967306,0.0,129240.85561253395,0.502976488910598,1.2996204969342782,564711.1790071869,387722.5668376019
1050,173673.43080244618,183006.9050261327,146866.91970466543,173641.53422741743,1.0,169297.19744016544,1.0537415203897804,0.9488250413375016,792671.6947992132,507891.59232049633
1051,172665.963977089,181875.74281454345,137487.16837207376,168499.2390506602,1.0,165132.0285535916,1.0533387045383371,0.9264525133599064,804798.920965529,495396.0856607749
1052,173673.43080244618,183006.9050261327,146866.91970466543,173641.53422741743,1.0,169297.19744016544,1.0537415203897804,0.9488250413375016,762743.1032119734,338594.3948803309
1053,172665.963977089,181744.4936659548,169890.90809563737,165358.8343610962,1.0,172415.05002494436,1.052578571240698,0.909842334283397,781488.3683550562,517245.1500748331
1058,107488.99195811144,105639.55341174745,179896.7978490805,112160.1528600354,0.0,126296.3740197437,0.982794158604934,1.0617249811896794,433700.1323566701,126296.3740197437
